t,x_data,y_data,x_pred,y_pred
6.0,88.364456,57.784378,59.66906209298877,45.80417665193181
6.036024016010674,74.283936,54.40678,59.701779684898675,45.81938551763063
6.072048032021348,60.256474,46.311462,59.734559920972416,45.83447714693444
6.108072048032021,82.13437,57.717567,59.76740277941977,45.84945158062287
6.144096064042695,101.03639,67.84934,59.80030823106016,45.864308873306385
6.180120080053369,69.284134,48.406086,59.833276239314664,45.87904909344116
6.216144096064043,77.81013,57.588833,59.866306760198924,45.893672323342436
6.252168112074717,91.29688,63.03135,59.89939974231687,45.90817865919616
6.28819212808539,107.66841,65.91405,59.93255512685534,45.92256821106913
6.324216144096064,76.40689,56.871525,59.965772847579586,45.936841102917434
6.360240160106738,72.313515,51.168285,59.999052830829555,45.95099747259329
6.396264176117412,100.56871,68.07376,60.03239499551714,45.96503747185032
6.432288192128086,85.40742,57.31956,60.065799253124226,45.97896126634713
6.468312208138759,65.73637,47.454475,60.09926550770165,45.99276903564924
6.504336224149433,78.559,57.776672,60.132793655869015,46.00646097322952
6.540360240160107,102.01643,67.376236,60.16638358681537,46.02003728646688
6.576384256170781,92.44081,67.234024,60.20003518230076,46.03349819664327
6.6124082721814545,102.319664,67.23141,60.2337483166587,46.04684393893923
6.648432288192128,73.051186,52.32614,60.26752285679944,46.06007476242762
6.684456304202802,70.23932,48.974834,60.3013586622142,46.07319093006579
6.7204803202134755,88.56056,57.891556,60.335255584980196,46.08619271868613
6.7565043362241495,91.96877,65.819046,60.369213469766635,46.09908041898488
6.792528352234823,86.83264,57.347816,60.403232153841486,46.11185433550943
6.8285523682454965,92.62934,67.65634,60.437311467079226,46.124514786643815
6.8645763842561704,104.750336,66.19454,60.471451231969425,46.13706210459272
6.900600400266844,73.5264,53.136063,60.505651263626184,46.14949663536373
6.936624416277518,93.27278,68.66579,60.53991136979852,46.16181873874793
6.972648432288192,71.30269,49.905098,60.57423135088156,46.17402878829897
7.008672448298865,64.975815,47.35335,60.60861099992869,46.1861271713103
7.044696464309539,89.05592,58.24083,60.643050102664525,46.19811428879095
7.080720480320213,100.71979,68.00157,60.67754843749877,46.2099905554395
7.116744496330887,106.31808,65.80417,60.712105775541,46.2217563996165
7.152768512341561,108.06331,66.10597,60.74672188061628,46.23341226331521
7.188792528352234,67.84049,47.865753,60.78139650928168,46.24495860213069
7.224816544362908,82.02788,57.731422,60.81612941084368,46.25639588522722
7.260840560373582,98.86425,68.84363,60.85092032737642,46.267724595304166
7.296864576384256,72.67582,51.715893,60.88576899374088,46.27894522856009
7.33288859239493,97.88674,69.218376,60.920675137604874,46.29005829465529
7.368912608405603,88.70565,57.981354,60.955638479463964,46.30106431667268
7.404936624416278,70.66043,49.300117,60.990658732663256,46.31196383107702
7.440960640426951,95.17704,69.66583,61.02573560342003,46.32275738767258
7.476984656437625,90.98131,61.803932,61.060868790847266,46.33344554955904
7.513008672448299,74.11193,54.128273,61.09605798697805,46.34402889308586
7.549032688458972,67.423485,47.758686,61.13130287679082,46.354508007805066
7.585056704469647,75.07062,55.54406,61.166603138235516,46.36488349642223
7.62108072048032,93.32456,68.72479,61.20195844226056,46.375155974746065
7.657104736490994,92.49515,67.36309,61.23736845284073,46.385326071636186
7.693128752501668,109.09305,67.57011,61.27283282700588,46.395394428949416
7.729152768512341,74.6767,55.005707,61.30835121487053,46.405361701484395
7.765176784523016,84.74091,57.372154,61.34392325966427,46.41522855692462
7.801200800533689,83.09207,57.584,61.37954859776314,46.42499567577985
7.837224816544363,78.128586,57.682087,61.41522685872168,46.43466375132597
7.873248832555037,65.000305,47.356487,61.450957665306014,46.44423348954321
7.909272848565711,92.592575,67.57944,61.48674063352765,46.45370560905279
7.945296864576385,94.47159,69.50913,61.522575372678205,46.46308084105201
7.981320880587058,84.89339,57.357613,61.55846148536492,46.47235992924771
8.01734489659773,92.58727,67.568146,61.594398567547074,46.48154362978821
8.053368912608406,89.3978,58.564568,61.63038620857314,46.49063271119367
8.089392928619079,85.80336,57.30451,61.66642399121893,46.499627954284826
8.125416944629754,109.05394,67.45857,61.702511491726355,46.5085301521103
8.161440960640427,72.61481,51.620525,61.73864827984324,46.51734010987225
8.197464976651101,84.3335,57.416786,61.774833918863806,46.52605864485049
8.233488992661774,91.34593,63.23906,61.81106796567002,46.53468658632516
8.269513008672448,91.305405,63.06719,61.847349970773784,46.543224775497734
8.305537024683122,62.731583,47.02679,61.88367947835992,46.55167406541065
8.341561040693795,84.717255,57.374527,61.920056026329945,46.560035320865296
8.377585056704469,108.320114,66.29982,61.95647914634667,46.56830941833857
8.413609072715143,93.38754,68.792984,61.99294836387964,46.57649724589791
8.449633088725816,87.94448,57.602074,62.029463198251264,46.58459970311484
8.485657104736491,74.52983,54.788445,62.06602316268388,46.59261770097701
8.521681120747164,98.66312,68.92605,62.10262776434747,46.60055216179881
8.55770513675784,73.594505,53.253242,62.13927650440827,46.60840401913043
8.593729152768512,84.93126,57.354206,62.17596887807812,46.616174217665574
8.629753168779185,67.8154,47.858814,62.21270437466453,46.623863713147614
8.66577718478986,73.32133,52.783768,62.24948247762164,46.631473472274344
8.701801200800533,70.60834,49.25702,62.28630266460183,46.63900447260136
8.737825216811206,84.30343,57.420364,62.32316440750815,46.646457702443875
8.773849232821881,89.181885,58.35109,62.360067172547524,46.65383416077728
8.809873248832556,71.52109,50.144382,62.39701042028464,46.66113485713618
8.845897264843229,102.03093,67.36928,62.43399360569663,46.66836081151209
8.881921280853902,92.67618,67.75073,62.471016178228496,46.67551305424971
8.917945296864577,96.70082,69.55569,62.50807758184928,46.68259262594187
8.95396931287525,63.39724,47.13958,62.54517725510887,46.689600577323084
8.989993328885923,73.5922,53.24928,62.58231463119568,46.696537969161724
9.026017344896598,87.72062,57.527298,62.61948913799493,46.70340587215089
9.062041360907271,91.83847,65.328674,62.656700198147696,46.710205366797915
9.098065376917944,100.10727,68.291534,62.69394722911065,46.71693754331261
9.134089392928619,72.33709,51.20249,62.731229643216494,46.723603501494054
9.170113408939294,71.38096,49.98879,62.768546847735095,46.730204350616276
9.206137424949967,79.996185,57.89074,62.805898244935335,46.73674120931247
9.24216144096064,66.2157,47.525764,62.84328323214761,46.743215205458064
9.278185456971315,94.11699,69.35312,62.880701201827,46.74962747605244
